Frame,Hand,MeanConfidence,thumbTip_X,thumbTip_Y,thumbIP_X,thumbIP_Y,thumbMP_X,thumbMP_Y,thumbCMC_X,thumbCMC_Y,indexTip_X,indexTip_Y,indexDIP_X,indexDIP_Y,indexPIP_X,indexPIP_Y,indexMCP_X,indexMCP_Y,middleTip_X,middleTip_Y,middleDIP_X,middleDIP_Y,middlePIP_X,middlePIP_Y,middleMCP_X,middleMCP_Y,ringTip_X,ringTip_Y,ringDIP_X,ringDIP_Y,ringPIP_X,ringPIP_Y,ringMCP_X,ringMCP_Y,littleTip_X,littleTip_Y,littleDIP_X,littleDIP_Y,littlePIP_X,littlePIP_Y,littleMCP_X,littleMCP_Y,wrist_X,wrist_Y,thumbTip_Confidence,thumbIP_Confidence,thumbMP_Confidence,thumbCMC_Confidence,indexTip_Confidence,indexDIP_Confidence,indexPIP_Confidence,indexMCP_Confidence,middleTip_Confidence,middleDIP_Confidence,middlePIP_Confidence,middleMCP_Confidence,ringTip_Confidence,ringDIP_Confidence,ringPIP_Confidence,ringMCP_Confidence,littleTip_Confidence,littleDIP_Confidence,littlePIP_Confidence,littleMCP_Confidence,wrist_Confidence
11,1,0.8997861,700.917649269104,499.33472871780396,684.3967437744141,438.47079277038574,651.0128974914551,380.0794243812561,625.864577293396,319.9172616004944,588.1905913352966,605.1948130130768,592.3196911811829,543.3878660202026,595.9202527999878,490.5641734600067,594.7696208953857,414.72508907318115,496.9820022583008,629.6403050422668,512.7659440040588,561.7644846439362,524.8281240463257,498.52083921432495,539.5328879356384,416.7741358280182,430.31859397888184,590.3185844421387,446.4865207672119,536.4084362983704,467.3216700553894,484.7196400165558,491.99302196502686,407.4799597263336,391.14707708358765,519.3485140800476,402.55486965179443,480.1880478858948,421.47345542907715,441.695237159729,456.9394826889038,390.6492054462433,572.8603005409241,284.4482123851776,0.6591797,0.7519531,0.93408203,0.90283203,0.87353516,0.8642578,0.8461914,0.8725586,0.96533203,0.9506836,0.9086914,0.92285156,0.97509766,0.9086914,0.94677734,0.93359375,0.95166016,0.94384766,0.94140625,0.9160156,0.92626953,
12,1,0.8999256,700.9167194366455,499.7924208641052,684.4980955123901,439.407742023468,651.3118743896484,381.06218576431274,626.4470815658569,320.7689166069031,588.5619521141052,607.0330917835236,592.2789573669434,545.9220170974731,596.3139653205872,493.53729486465454,594.8751926422119,416.6667401790619,497.256338596344,631.9352567195892,512.7378702163696,564.6406173706055,524.1627931594849,501.79383158683777,538.7856960296631,418.63306760787964,430.21509647369385,591.5729463100433,446.40759229660034,538.1594896316528,466.99851751327515,486.2499475479126,491.52138233184814,409.15446281433105,390.9905433654785,521.077036857605,402.3130774497986,482.19353556632996,421.3942766189575,443.5683846473694,456.22150897979736,393.066143989563,573.84113073349,284.84930992126465,0.6557617,0.75439453,0.9345703,0.90234375,0.8701172,0.86816406,0.85253906,0.8691406,0.9658203,0.95166016,0.9086914,0.9213867,0.9770508,0.91308594,0.9453125,0.93115234,0.9511719,0.9404297,0.94677734,0.91015625,0.92871094,
13,1,0.9007627,698.497724533081,500.0429928302765,681.9591522216797,438.0149245262146,650.5999088287354,379.44138050079346,626.4415740966797,320.77669501304626,588.4347796440125,608.6458504199982,592.7633285522461,545.7722961902618,596.198844909668,492.700070142746,595.3518390655518,415.49670696258545,497.1320629119873,633.2300126552582,513.2059335708618,564.0830934047699,525.3222942352295,500.1380503177643,539.0584230422974,417.7855968475342,430.05234003067017,593.4796214103699,446.7898964881897,538.3163452148438,467.52558946609497,486.7698669433594,491.5514945983887,407.47207403182983,391.196072101593,521.9929575920105,402.32884883880615,482.41825103759766,421.122944355011,443.8819885253906,457.14190006256104,390.824031829834,572.1077799797058,286.4357829093933,0.66845703,0.76123047,0.9316406,0.90966797,0.8769531,0.86816406,0.8510742,0.8808594,0.9658203,0.94921875,0.9086914,0.9248047,0.97509766,0.90234375,0.94433594,0.9238281,0.95214844,0.9458008,0.93310547,0.9223633,0.92041016,
14,1,0.90053016,699.7111558914185,500.63125491142273,682.7020168304443,438.28244805336,651.1181831359863,379.7145366668701,627.1194934844971,320.71945667266846,588.6267185211182,608.3761811256409,592.9800868034363,545.929741859436,596.9789028167725,493.23758482933044,595.1119780540466,416.10803604125977,497.5227355957031,633.5817575454712,513.293731212616,564.7814333438873,525.1243829727173,500.8295774459839,538.6990785598755,418.1922197341919,430.33769130706787,594.1517293453217,446.68582677841187,539.548659324646,466.96479320526123,487.823224067688,490.85447788238525,408.5666835308075,391.1017656326294,522.5264489650726,402.187979221344,483.77630710601807,420.93307971954346,444.97005343437195,457.0068597793579,391.78088307380676,573.309051990509,286.10801696777344,0.6591797,0.75927734,0.9321289,0.9086914,0.875,0.8676758,0.8510742,0.87402344,0.9658203,0.9501953,0.9082031,0.9243164,0.97558594,0.90527344,0.94384766,0.9248047,0.9536133,0.94433594,0.9404297,0.92285156,0.9248047,
15,1,0.9006929,697.3578929901123,499.15308952331543,682.3958158493042,436.397123336792,650.6099939346313,378.14109921455383,626.1989593505859,320.3217387199402,589.1580104827881,607.0453226566315,592.7720189094543,544.2325472831726,596.4176774024963,491.2739932537079,595.6648707389832,414.56576585769653,496.2796211242676,631.2886297702789,512.7796053886414,563.3425891399384,524.9595522880554,500.0249147415161,539.3506765365601,417.491090297699,429.6315550804138,592.0599818229675,446.29125595092773,538.0117535591125,466.7379140853882,487.08797693252563,492.1134352684021,408.6335778236389,390.958571434021,520.6713795661926,401.92233324050903,481.64952993392944,420.5209493637085,443.09030771255493,456.7195773124695,391.68105125427246,571.482789516449,285.92310547828674,0.6845703,0.7548828,0.9301758,0.90771484,0.87158203,0.8671875,0.85058594,0.8808594,0.9658203,0.94970703,0.9116211,0.92578125,0.97314453,0.9033203,0.9428711,0.9316406,0.95214844,0.9472656,0.9272461,0.91748047,0.9189453,
16,1,0.89990234,699.3937969207764,499.9385476112366,683.6935758590698,438.61842155456543,650.7569789886475,380.62310814857483,626.425051689148,320.89954018592834,589.4822716712952,605.9182584285736,592.815113067627,544.3202555179596,596.1159825325012,491.5852904319763,594.9174284934998,414.83044624328613,496.25834226608276,630.475652217865,512.3250603675842,563.2573485374451,524.4208574295044,500.14438033103943,538.782548904419,417.0288383960724,429.6813726425171,591.4150178432465,445.8664655685425,537.7587676048279,466.2829041481018,486.2923264503479,490.6932234764099,406.96266889572144,390.47605991363525,520.2260792255402,401.4917492866516,481.1059534549713,420.37861347198486,442.6236033439636,456.3708543777466,390.37749767303467,572.6138234138489,285.24107336997986,0.67285156,0.75634766,0.9350586,0.9038086,0.8642578,0.8671875,0.84765625,0.875,0.96533203,0.9501953,0.90771484,0.9223633,0.9746094,0.90771484,0.9448242,0.9267578,0.9501953,0.9448242,0.93603516,0.9189453,0.92626953,
17,1,0.90134394,700.1316547393799,501.86968445777893,684.2061281204224,440.78730940818787,650.5915403366089,382.23109245300293,625.7826805114746,321.60855531692505,587.403130531311,607.9578638076782,592.0405268669128,546.5466499328613,596.0340142250061,494.22082901000977,595.0868368148804,418.035364151001,496.81005477905273,633.2883775234222,512.5051259994507,565.2779638767242,524.1331100463867,501.55221819877625,538.6248707771301,419.7702169418335,429.69446182250977,593.6884582042694,445.5482482910156,539.6834671497345,466.39745235443115,487.45195269584656,490.48218727111816,409.5429003238678,390.537428855896,521.8962907791138,401.76308155059814,483.41968059539795,420.49001455307007,444.9440360069275,455.7084560394287,393.6554789543152,573.2771873474121,286.10823154449463,0.6635742,0.75634766,0.93603516,0.9038086,0.87841797,0.8725586,0.85546875,0.8725586,0.96728516,0.9536133,0.90722656,0.9189453,0.9770508,0.9140625,0.9453125,0.9291992,0.95166016,0.9404297,0.9433594,0.9116211,0.9296875,
18,1,0.9025298,698.7553596496582,498.45340847969055,682.9218149185181,436.9234800338745,651.3761043548584,379.16961908340454,627.1772146224976,320.2763557434082,588.709831237793,609.3772351741791,593.6687707901001,546.1082696914673,597.5547194480896,492.6597833633423,596.3579535484314,415.223228931427,497.63946533203125,633.4250628948212,513.7501001358032,564.740127325058,526.0632634162903,500.56613087654114,540.8000349998474,417.9721713066101,430.55001497268677,593.7220931053162,447.16612100601196,538.4904205799103,468.1402802467346,486.4372730255127,493.22816133499146,408.1243872642517,391.74091815948486,521.5878367424011,403.13318967819214,482.09145069122314,422.1078872680664,443.1784987449646,457.90876150131226,390.9878611564636,573.0436563491821,286.1864447593689,0.6845703,0.76660156,0.9321289,0.9091797,0.87890625,0.8666992,0.85253906,0.87841797,0.9667969,0.94921875,0.9121094,0.92529297,0.9746094,0.90185547,0.9453125,0.9345703,0.9511719,0.9453125,0.93310547,0.92333984,0.9213867,
19,1,0.901995,698.7589359283447,501.0689914226532,682.5006723403931,439.5052671432495,651.1481523513794,380.9462070465088,627.1643400192261,321.4331388473511,588.7614727020264,610.0648462772369,593.3730483055115,547.415041923523,597.3719716072083,494.8296368122101,595.8750486373901,417.1486258506775,497.100305557251,635.4518473148346,513.2503867149353,566.3828194141388,525.2913951873779,502.2748589515686,539.7871255874634,419.2883849143982,429.8198461532593,595.7667946815491,446.3183641433716,541.1884009838104,467.3129081726074,488.1004571914673,491.8206810951233,409.77587699890137,390.99708795547485,524.1024076938629,402.42379903793335,484.6092402935028,421.61264419555664,445.33182978630066,456.9645166397095,393.5520529747009,573.1972575187683,286.8152618408203,0.67626953,0.76660156,0.9326172,0.9086914,0.8725586,0.86816406,0.85546875,0.87402344,0.9682617,0.9511719,0.91064453,0.92333984,0.9765625,0.9116211,0.9448242,0.92871094,0.95166016,0.94091797,0.9394531,0.9160156,0.9243164,
20,1,0.90046036,698.3574628829956,499.38268661499023,682.3142766952515,436.57071590423584,650.4552841186523,378.5209536552429,626.2925863265991,320.710551738739,588.8967275619507,606.6768407821655,592.5452470779419,544.238930940628,596.4992880821228,491.6353404521942,595.9117412567139,414.78559970855713,496.54855728149414,631.0034036636353,513.080370426178,562.8060936927795,525.3494739532471,499.70642924308777,539.7859454154968,417.4528956413269,430.08917570114136,592.3235893249512,446.70220613479614,537.870991230011,467.3690915107727,486.752325296402,492.28795766830444,408.2843005657196,391.34777784347534,520.8652496337891,402.2255301475525,481.73192739486694,420.7775831222534,443.53469610214233,456.99098110198975,391.4355754852295,571.8785047531128,286.17764711380005,0.67578125,0.7548828,0.9291992,0.90771484,0.87109375,0.8652344,0.8491211,0.8803711,0.9663086,0.94970703,0.91015625,0.92578125,0.97314453,0.9057617,0.94189453,0.9316406,0.9511719,0.9472656,0.9296875,0.9223633,0.9213867,
21,1,0.90118116,697.5962162017822,497.31523990631104,681.5884351730347,436.5447521209717,649.4663715362549,377.7727246284485,625.3659009933472,318.80167722702026,588.106119632721,603.4497678279877,592.0187473297119,542.5887823104858,596.0419535636902,490.4948651790619,595.6203103065491,413.956743478775,496.10259532928467,627.8035283088684,511.7311477661133,560.4523479938507,524.2233753204346,497.8384852409363,539.7741436958313,416.1846399307251,429.1811227798462,589.0931367874146,445.4028367996216,535.3401124477386,466.4767026901245,483.9249551296234,492.0642614364624,406.5018653869629,390.2953505516052,518.4866666793823,401.49707794189453,479.3056011199951,420.50578594207764,440.9035563468933,456.3773989677429,389.9724304676056,571.8379855155945,283.82084369659424,0.6801758,0.765625,0.93310547,0.90625,0.86279297,0.86376953,0.8491211,0.8730469,0.96484375,0.94873047,0.9082031,0.9213867,0.9770508,0.90966797,0.94677734,0.93652344,0.95214844,0.9458008,0.9355469,0.92041016,0.9238281,
22,1,0.9014602,701.5101671218872,499.6780514717102,684.0358972549438,439.13185000419617,650.3640174865723,380.5958032608032,625.6066560745239,320.38766741752625,586.9173645973206,606.9055259227753,590.998899936676,545.0536251068115,595.7913637161255,493.2560384273529,595.4578399658203,416.3620948791504,497.06811904907227,631.4077734947205,512.8120064735413,563.1389021873474,524.7385740280151,499.7902750968933,540.0333881378174,418.6918616294861,430.24202585220337,592.0953333377838,446.3787317276001,537.693589925766,467.34312772750854,485.7654869556427,492.624306678772,409.010374546051,390.99100828170776,520.5250382423401,402.0894527435303,481.883043050766,421.2070941925049,443.33717823028564,456.6956162452698,392.40991473197937,573.0396509170532,284.80966687202454,0.6713867,0.7631836,0.9350586,0.9013672,0.87841797,0.8623047,0.84814453,0.8676758,0.96728516,0.9506836,0.9091797,0.91845703,0.97509766,0.91259766,0.9472656,0.93896484,0.953125,0.94189453,0.9453125,0.9165039,0.9267578,
23,1,0.9015067,698.2985258102417,500.319367647171,682.3971748352051,438.40041160583496,651.0271310806274,379.6057462692261,626.6345500946045,320.49490213394165,588.6158466339111,609.3542218208313,593.066418170929,546.1968898773193,596.8152523040771,493.05492639541626,595.6051468849182,415.5756711959839,497.0590353012085,634.6159100532532,513.146710395813,565.086829662323,525.3570914268494,500.7524907588959,539.786159992218,418.5372591018677,429.9768090248108,594.5446729660034,446.6563940048218,539.2316222190857,467.5243020057678,487.1435523033142,492.2586679458618,409.0234100818634,391.0446524620056,522.411435842514,402.36114263534546,482.81553983688354,421.3088035583496,443.9604163169861,457.1432590484619,391.76377058029175,572.1435785293579,286.45246624946594,0.67626953,0.7636719,0.9316406,0.91064453,0.8774414,0.86572266,0.85009766,0.87402344,0.96728516,0.9511719,0.9082031,0.9223633,0.97509766,0.90478516,0.94628906,0.93115234,0.95214844,0.94384766,0.93652344,0.9223633,0.92089844,
24,1,0.9002511,699.5293378829956,502.07347869873047,683.2946062088013,440.9067749977112,650.7977485656738,381.5578579902649,626.4455080032349,321.42149806022644,588.6398077011108,609.6124649047852,592.5557255744934,547.9706346988678,596.7088937759399,495.74486017227173,595.4136729240417,417.23708510398865,496.5848922729492,636.5479588508606,512.1714234352112,567.522007226944,524.2353558540344,503.791218996048,539.5516276359558,420.2547311782837,429.1279077529907,596.2791502475739,445.52035331726074,541.7971014976501,466.6334867477417,489.389044046402,491.49792194366455,410.5197072029114,390.1809096336365,524.9142587184906,401.571249961853,485.4736089706421,420.6774115562439,446.38797640800476,456.5234184265137,393.82628202438354,573.0902552604675,286.8759334087372,0.66503906,0.76171875,0.93310547,0.90722656,0.8666992,0.86621094,0.8510742,0.8701172,0.9667969,0.95166016,0.90722656,0.9194336,0.9770508,0.91308594,0.9428711,0.9296875,0.9511719,0.9394531,0.94384766,0.91748047,0.9243164,
25,1,0.9007627,696.4642524719238,498.91270995140076,681.2305212020874,436.1889839172363,649.8792171478271,378.3441960811615,625.7984161376953,320.74187994003296,588.3076071739197,606.3862502574921,591.7760610580444,543.894749879837,595.6206679344177,491.77653193473816,595.5992102622986,414.9760901927948,496.0440158843994,630.7590007781982,512.4665021896362,562.6806199550629,524.7941493988037,499.6910870075226,539.6238684654236,417.80169010162354,429.62976694107056,591.6830778121948,446.1542844772339,537.0633244514465,466.72990322113037,486.5948796272278,492.15935468673706,408.8643014431,390.81294536590576,520.3436136245728,401.81236267089844,481.50174021720886,420.3941345214844,443.2263493537903,456.434690952301,392.11803674697876,571.7322707176208,286.29791736602783,0.6870117,0.75683594,0.9296875,0.9082031,0.8701172,0.8652344,0.84716797,0.88183594,0.96533203,0.94921875,0.91015625,0.9248047,0.97314453,0.90283203,0.94433594,0.93408203,0.95166016,0.9482422,0.92822266,0.9165039,0.9213867,
26,1,0.89962333,700.4372119903564,499.0383446216583,683.3704233169556,437.87341117858887,650.171971321106,380.1674544811249,626.1692762374878,320.59977650642395,588.8957262039185,602.9502868652344,592.9008722305298,540.9755408763885,596.0971355438232,488.90039920806885,595.4770803451538,413.5224401950836,495.8896279335022,627.1101236343384,512.9225134849548,559.8439157009125,524.8937845230103,497.75635600090027,539.8351550102234,416.01330041885376,429.91029024124146,588.3672773838043,446.42146825790405,534.2396020889282,467.5683259963989,484.0400218963623,493.231201171875,406.9887399673462,391.04543924331665,518.574321269989,402.5813698768616,478.82553935050964,421.4748501777649,440.49028158187866,457.84356594085693,389.68881368637085,572.8593349456787,284.0015172958374,0.66015625,0.75097656,0.93359375,0.90185547,0.86572266,0.8652344,0.85546875,0.8803711,0.95947266,0.94433594,0.9091797,0.9272461,0.97265625,0.90185547,0.9477539,0.9350586,0.9477539,0.9453125,0.93408203,0.9272461,0.9267578,
27,1,0.9007627,700.3735542297363,496.69355750083923,683.716607093811,436.52790784835815,650.5153656005859,378.2767653465271,625.7317543029785,319.4472312927246,587.3440146446228,605.7862937450409,591.4050936698914,544.4377362728119,596.0589051246643,492.83289313316345,595.6421256065369,415.36238193511963,496.85683250427246,630.1861345767975,512.4396443367004,562.4568700790405,524.7750163078308,498.98523688316345,540.2016520500183,417.79879331588745,429.5959711074829,590.2171432971954,446.0325837135315,536.3688468933105,466.8492078781128,485.0137710571289,491.9877290725708,408.4267258644104,390.5442953109741,519.6364760398865,401.6104817390442,480.61333894729614,420.5755949020386,442.2326445579529,456.1451554298401,391.4825677871704,572.6200103759766,284.2207074165344,0.6611328,0.75878906,0.93310547,0.90234375,0.8779297,0.8652344,0.8535156,0.8730469,0.96728516,0.9511719,0.91015625,0.9140625,0.9770508,0.9116211,0.9453125,0.9370117,0.95458984,0.9453125,0.9394531,0.91259766,0.92529297,
