Frame,Hand,MeanConfidence,thumbTip_X,thumbTip_Y,thumbIP_X,thumbIP_Y,thumbMP_X,thumbMP_Y,thumbCMC_X,thumbCMC_Y,indexTip_X,indexTip_Y,indexDIP_X,indexDIP_Y,indexPIP_X,indexPIP_Y,indexMCP_X,indexMCP_Y,middleTip_X,middleTip_Y,middleDIP_X,middleDIP_Y,middlePIP_X,middlePIP_Y,middleMCP_X,middleMCP_Y,ringTip_X,ringTip_Y,ringDIP_X,ringDIP_Y,ringPIP_X,ringPIP_Y,ringMCP_X,ringMCP_Y,littleTip_X,littleTip_Y,littleDIP_X,littleDIP_Y,littlePIP_X,littlePIP_Y,littleMCP_X,littleMCP_Y,wrist_X,wrist_Y,thumbTip_Confidence,thumbIP_Confidence,thumbMP_Confidence,thumbCMC_Confidence,indexTip_Confidence,indexDIP_Confidence,indexPIP_Confidence,indexMCP_Confidence,middleTip_Confidence,middleDIP_Confidence,middlePIP_Confidence,middleMCP_Confidence,ringTip_Confidence,ringDIP_Confidence,ringPIP_Confidence,ringMCP_Confidence,littleTip_Confidence,littleDIP_Confidence,littlePIP_Confidence,littleMCP_Confidence,wrist_Confidence
1,1,0.9003209,698.5818386077881,499.29283261299133,683.116865158081,438.40620517730713,650.8036136627197,378.5059869289398,625.9586334228516,319.6345567703247,588.9186501502991,607.1638762950897,592.7552819252014,545.7172572612762,596.0866570472717,493.3313012123108,594.7734117507935,416.72269105911255,497.11371660232544,632.3064208030701,512.6454949378967,564.6328389644623,524.1596817970276,501.71390175819397,538.8412356376648,418.7868654727936,429.82925176620483,592.2870576381683,445.9132790565491,538.7589633464813,466.6317343711853,486.7570996284485,491.0208821296692,409.6204161643982,390.41669368743896,521.2437093257904,401.8209457397461,482.2542607784271,420.6102132797241,443.98638010025024,455.75369596481323,394.32002305984497,572.1640706062317,284.97703671455383,0.6621094,0.75439453,0.9301758,0.90771484,0.8754883,0.8769531,0.8544922,0.87060547,0.96777344,0.95214844,0.90722656,0.9169922,0.9770508,0.9189453,0.9428711,0.9301758,0.9550781,0.94189453,0.9423828,0.8979492,0.9243164,
2,1,0.90090215,698.9605665206909,498.50109815597534,683.1716537475586,437.83639669418335,650.9886503219604,378.6389708518982,626.3267755508423,319.4795250892639,589.2062187194824,607.3808133602142,593.0825114250183,545.6247210502625,596.6017842292786,493.4202969074249,595.5663442611694,417.15248823165894,497.3513603210449,632.8786432743073,512.9473686218262,564.556235074997,524.6384024620056,501.7125070095062,539.5775556564331,419.33167576789856,430.19882440567017,592.5510406494141,446.34536504745483,538.7471616268158,467.2619104385376,486.94512248039246,491.900897026062,410.3273391723633,390.62440395355225,521.4012622833252,402.0162105560303,482.5390040874481,420.8920955657959,444.4867730140686,455.98894357681274,394.636470079422,573.1062054634094,284.7029685974121,0.65966797,0.7573242,0.93115234,0.90771484,0.8691406,0.87646484,0.8574219,0.87158203,0.9682617,0.95214844,0.91064453,0.9160156,0.9770508,0.9169922,0.9423828,0.9345703,0.9555664,0.94140625,0.9458008,0.90234375,0.92529297,
3,1,0.89973956,701.5716791152954,502.48085260391235,684.4372272491455,441.3739085197449,650.555419921875,382.8732132911682,625.8345365524292,322.4514126777649,588.12575340271,608.6441338062286,591.6581511497498,548.3545124530792,596.220588684082,496.072518825531,594.8133587837219,419.89080905914307,497.1091389656067,634.144914150238,512.6233220100403,566.6349470615387,524.0543603897095,504.3673574924469,539.1817688941956,420.88236808776855,430.1133155822754,593.8303470611572,446.4792251586914,540.4244542121887,467.4026370048523,488.15093636512756,492.47463941574097,411.12202405929565,390.9097194671631,523.0735659599304,402.59435176849365,484.40625071525574,421.68989181518555,446.0722267627716,456.48618936538696,395.10966539382935,573.4911918640137,285.5319857597351,0.64160156,0.7524414,0.9350586,0.8964844,0.87841797,0.8720703,0.8569336,0.86328125,0.9658203,0.95214844,0.90966797,0.91845703,0.9770508,0.9145508,0.9423828,0.9375,0.94677734,0.9350586,0.9536133,0.9145508,0.93066406,
4,1,0.89985585,703.4084558486938,501.0216236114502,684.3788623809814,441.26415252685547,649.9573945999146,381.27644062042236,624.4887828826904,320.12835144996643,585.3525280952454,609.5215380191803,589.8768424987793,545.401668548584,594.8958277702332,492.88841485977173,594.4482922554016,415.6708896160126,495.84596157073975,635.1878106594086,510.50559282302856,565.932047367096,522.8761911392212,503.1412661075592,538.3577585220337,418.7585949897766,428.3463478088379,593.707287311554,444.475793838501,538.7890040874481,465.9313201904297,487.55500316619873,490.36552906036377,409.3426465988159,390.2737498283386,523.1522619724274,401.39654874801636,484.02934670448303,419.6714758872986,445.70857286453247,455.3081274032593,393.9498782157898,571.0126519203186,285.41407585144043,0.6538086,0.7709961,0.9301758,0.9067383,0.88134766,0.87158203,0.85009766,0.8666992,0.9692383,0.9550781,0.88378906,0.92041016,0.9785156,0.9140625,0.9394531,0.9326172,0.95947266,0.94433594,0.9375,0.90625,0.9248047,
5,1,0.9008789,700.188159942627,500.354665517807,684.504246711731,439.27448987960815,651.3531446456909,380.3666353225708,626.5276193618774,319.9064254760742,588.7225985527039,606.8247377872467,592.6793217658997,545.4276859760284,596.7189431190491,493.60907077789307,595.9099173545837,416.99482798576355,497.29857444763184,633.0126464366913,512.9071354866028,565.0139272212982,524.6375799179077,502.020800113678,540.5301332473755,419.25909519195557,430.20472526550293,592.7464663982391,446.53422832489014,539.0560984611511,467.5745487213135,486.959445476532,493.03725957870483,409.9547266960144,391.3458824157715,520.85822224617,402.5218963623047,482.6274633407593,421.46462202072144,444.61997151374817,456.5667986869812,394.71023082733154,573.684561252594,284.94678139686584,0.6611328,0.7626953,0.93359375,0.9033203,0.8701172,0.87158203,0.8564453,0.8696289,0.96728516,0.95214844,0.9091797,0.9169922,0.97558594,0.91308594,0.9423828,0.94091797,0.9506836,0.9404297,0.9477539,0.9067383,0.9267578,
6,1,0.90034413,701.2930870056152,502.202171087265,685.3190660476685,441.1013960838318,651.7223596572876,382.3473393917084,626.8650770187378,321.7614412307739,589.6067261695862,606.7191123962402,593.4883117675781,545.637971162796,597.4375605583191,493.832391500473,595.9871292114258,418.0369198322296,497.31645584106445,631.8761944770813,513.1277203559875,564.4715309143066,525.1001000404358,501.2583553791046,538.9805674552917,419.4362282752991,430.69599866867065,592.191731929779,446.77419662475586,538.6864900588989,467.2520041465759,486.99560165405273,491.0855770111084,410.15589237213135,391.1890983581543,520.9496319293976,402.2767424583435,482.21381306648254,421.3255763053894,443.593168258667,456.1962604522705,393.93121004104614,573.5373616218567,285.40356159210205,0.6621094,0.7626953,0.9355469,0.9003906,0.8774414,0.87158203,0.8544922,0.8696289,0.9658203,0.95166016,0.9091797,0.9160156,0.9760742,0.91015625,0.9448242,0.9301758,0.9506836,0.9428711,0.9433594,0.9033203,0.9291992,
7,1,0.8993443,702.5206089019775,501.88947916030884,685.4724884033203,440.65089225769043,651.8335819244385,381.72351121902466,626.9558429718018,321.60125970840454,588.5551571846008,607.9599022865295,592.0483231544495,546.6190695762634,596.1279630661011,494.0007269382477,595.0719594955444,418.0192708969116,497.32857942581177,633.8734745979309,512.8533482551575,565.4923796653748,524.4152784347534,502.6374936103821,538.7521862983704,419.9477791786194,430.42577505111694,593.8109815120697,446.46363258361816,539.8585617542267,467.3031806945801,487.5451862812042,490.9390926361084,410.7387363910675,391.0036325454712,522.1280336380005,402.01256275177,483.69423151016235,420.6991195678711,445.7003653049469,455.56790828704834,395.23487091064453,573.5262036323547,285.90041399002075,0.66064453,0.75341797,0.9326172,0.9033203,0.8691406,0.86621094,0.8510742,0.8696289,0.96728516,0.94921875,0.9057617,0.92041016,0.9765625,0.9135742,0.9428711,0.93115234,0.95166016,0.9394531,0.94873047,0.9038086,0.9296875,
8,1,0.8993211,699.6395587921143,499.4539260864258,682.5953006744385,437.07754611968994,650.969123840332,378.4468173980713,626.5149593353271,319.7539687156677,588.8319611549377,608.3597123622894,592.8624272346497,545.6220388412476,596.1996674537659,492.2580420970917,595.4724669456482,415.2012348175049,497.40092754364014,632.1851849555969,513.2857203483582,563.7994766235352,525.3015160560608,500.1652479171753,539.3766760826111,417.5829827785492,430.2289366722107,593.1946635246277,446.77194356918335,538.4884357452393,467.6819443702698,486.55368089675903,491.7026996612549,408.00561904907227,391.4406895637512,521.3202059268951,402.49496698379517,481.9745063781738,421.2362766265869,443.57149600982666,456.4776062965393,392.499178647995,571.9421982765198,285.9943449497223,0.65771484,0.75683594,0.9291992,0.90966797,0.87353516,0.8642578,0.8510742,0.87890625,0.9663086,0.94873047,0.90771484,0.92578125,0.97558594,0.9067383,0.94628906,0.9272461,0.9511719,0.94628906,0.93408203,0.9091797,0.9194336,
9,1,0.8988328,699.191951751709,500.32113790512085,682.1124315261841,437.96380162239075,650.7439613342285,379.2060434818268,626.7299652099609,320.574027299881,588.4368538856506,608.804851770401,592.8273439407349,545.8381175994873,596.1920142173767,492.52620935440063,594.9451446533203,415.3101325035095,497.30719327926636,633.0517530441284,512.9065632820129,564.1246676445007,525.1265287399292,500.0383257865906,538.7058019638062,417.5103485584259,430.47451972961426,593.3425605297089,446.9898462295532,537.3596549034119,467.73208379745483,486.00382804870605,490.76807498931885,407.0613741874695,391.14407300949097,521.4622020721436,402.3345708847046,481.727796792984,421.39281034469604,442.6847577095032,456.9268226623535,390.0575637817383,572.580885887146,285.9138250350952,0.6582031,0.75683594,0.9296875,0.9086914,0.87109375,0.8652344,0.8486328,0.8779297,0.9663086,0.94921875,0.9057617,0.92333984,0.9765625,0.9008789,0.9458008,0.9213867,0.9511719,0.9448242,0.9291992,0.9213867,0.92333984,
10,1,0.9007161,701.28014087677,502.2272765636444,685.8226776123047,441.3078725337982,651.8619775772095,382.04355239868164,626.4918565750122,321.5268015861511,588.6211037635803,608.8238418102264,592.6837921142578,547.0578789710999,596.4579463005066,494.92281675338745,595.1223850250244,417.80887842178345,496.8396306037903,634.6135497093201,512.9113554954529,565.8136546611786,524.7382164001465,502.1844685077667,539.4964098930359,419.93345618247986,429.6972870826721,594.1805362701416,446.3331699371338,540.2698516845703,467.3573970794678,487.8735423088074,492.26531982421875,410.5969548225403,390.83940982818604,522.3166465759277,402.13329792022705,483.60942006111145,421.226441860199,445.08490562438965,456.56028985977173,394.26573514938354,573.6264109611511,285.9559893608093,0.65966797,0.7548828,0.93310547,0.9033203,0.8720703,0.87158203,0.8564453,0.8666992,0.96728516,0.95214844,0.9111328,0.9189453,0.97558594,0.9121094,0.9428711,0.9350586,0.9511719,0.9399414,0.9482422,0.9145508,0.92822266,
